lead_id,avg_sentiment_score,avg_intent_score,avg_urgency_score,conversation_count,recency_score
1,0.39691773455281565,0.5038432167646882,0.47583695252223335,2,0.6917773909194813
2,0.4859194024390321,0.4678469504425315,0.5406398663433994,1,0.4773252269970031
3,0.0,0.0,0.0,0,1.0
4,0.05020961160025652,0.09783823911697345,0.140239842039746,5,0.2875350373252466
5,-0.3649578308409417,0.2014284382411185,0.4254506044179568,1,0.6178899227634522
6,0.3742356365347551,0.5150520784761512,0.5354048242258285,2,0.526685043854386
7,0.0,0.0,0.0,0,1.0
8,-0.5647359745771419,0.048935854394443805,0.0,2,0.40551554125951034
9,-0.3838231329067711,0.27591308798460873,0.5424271906454978,1,0.40842979514084304
10,-0.4088715153545695,0.2588891331631693,0.47120774895662004,2,0.2947163331664895
11,0.0001934895463591088,0.12520638280826668,0.07487745797152993,1,0.5501826641028597
12,0.8168602997769968,0.8783455589238246,0.9529260625615693,3,0.337860294002299
13,0.0,0.0,0.0,0,1.0
14,-0.2306265665899754,0.27715904114830975,0.4366037043122789,1,0.20774778637805472
15,-0.3368808607321678,0.2944728150671161,0.39264269840710897,2,0.5266755392893985
16,0.0,0.0,0.0,0,1.0
17,0.5294265505026718,0.716966250833388,0.8763366457438123,2,0.26271324609829516
18,0.0,0.0,0.0,0,1.0
19,0.0,0.0,0.0,0,1.0
20,0.8402528506571313,0.945512505615487,0.8744756521496893,3,0.44889121758963363
21,0.5155893187369255,0.5533621457360953,0.9104453359313716,1,0.4579385792778238
22,0.8264865679988342,0.8930797885639241,0.8935816813155506,2,0.3910926109712681
23,0.0,0.0,0.0,0,1.0
24,0.44157002816933055,0.542042396715758,0.5904854855982218,2,0.1974771817986483
25,-0.41952906915032384,0.24230049354347138,0.39718035599930873,2,0.3880893888297044
26,0.8199710710544943,0.9231163547309271,0.7792257945239514,1,0.31792180242435875
27,0.0,0.0,0.0,0,1.0
28,0.12666778386801306,0.13796864083767024,0.11158642016938225,1,0.18454971929130579
29,0.0,0.0,0.0,0,1.0
30,0.0,0.0,0.0,0,1.0
31,0.0,0.0,0.0,0,1.0
32,-0.3525483552490257,0.3336405626976273,0.3687911724075188,1,0.2861211606440174
33,0.0,0.0,0.0,0,1.0
34,0.6226897037856649,0.992258938483334,0.9726499689580925,1,0.49769761886378816
35,0.0,0.0,0.0,0,1.0
36,0.0,0.0,0.0,0,1.0
37,0.0,0.0,0.0,0,1.0
38,0.0,0.0,0.0,0,1.0
39,0.0,0.0,0.0,0,1.0
40,0.0,0.0,0.0,0,1.0
41,0.38893288195514675,0.5739633373489528,0.5364575882078694,1,0.31304487950501114
42,0.0,0.0,0.0,0,1.0
43,0.0,0.0,0.0,0,1.0
44,-0.667096694497961,0.008855768908366105,0.11181558763656664,1,0.4276429903231631
45,0.0,0.0,0.0,0,1.0
46,-0.2522210322254923,0.14325553012217648,0.4696502052115296,1,0.2947787087459331
47,0.0,0.0,0.0,0,1.0
48,0.0,0.0,0.0,0,1.0
49,-0.3624128988819345,0.2476709775178642,0.45675544008869795,2,0.30456938420024465
50,0.48122672973458364,0.4601314679850111,0.47396785688373644,1,0.4013972756427462
51,0.0,0.0,0.0,0,1.0
52,0.0,0.0,0.0,0,1.0
53,0.006836758174610949,0.04644346326022332,0.1678804386610988,1,0.5208801133882635
54,-0.02658242512221537,0.0,0.030784051606616597,1,0.2640620069047315
55,0.0,0.0,0.0,0,1.0
56,-0.3660963256684639,0.22637293009260345,0.4094245039571139,1,0.21839822445503715
57,0.0,0.0,0.0,0,1.0
58,0.0,0.0,0.0,0,1.0
59,0.0,0.0,0.0,0,1.0
60,0.0,0.0,0.0,0,1.0
61,-0.30769818919254294,0.25164861234389746,0.3531765043976818,2,0.4944200763668344
62,-0.6187933912208269,0.1223984821592243,0.10320065780239088,2,0.4925780469725292
63,0.5162636447976165,0.7126098060294629,0.8671313923721485,2,0.3867327414720155
64,0.10481124868341538,0.16193893726059422,0.235282062940554,1,0.4058685757175904
65,-0.6199745669771322,0.04633246985385242,0.12036077629058735,1,0.3047622389085664
66,0.0,0.0,0.0,0,1.0
67,0.5579197186212407,0.6787103973437376,0.8871406073793958,3,0.29610759991833224
68,0.1600039398015302,0.10011775906889497,0.11521592812876087,3,0.5017051495799127
69,0.042872394383442036,0.15806680313964497,0.04736395717792209,1,0.5209625171585661
70,0.0,0.0,0.0,0,1.0
71,0.6406835249472843,0.6814824847752805,0.8107528802651663,1,0.5842369392751217
72,-0.22487109093388225,0.2101581739963786,0.5070587960936725,2,0.2918573308410814
73,0.0,0.0,0.0,0,1.0
74,0.714470593167188,0.9478515070368656,0.8863375009681482,2,0.42240842786796196
75,0.0,0.0,0.0,0,1.0
76,-0.3941381270192533,0.23898851793185458,0.5201209117170666,4,0.5267447359024517
77,-0.4333367789083631,0.29430578868769786,0.3894876308557379,1,0.7016384035977009
78,0.030701280425271142,0.07318312309712832,0.1492477533109512,2,0.2507167748113048
79,0.6498854286848192,0.6075568864100956,0.7866063192099532,1,0.4202834317242997
80,0.0,0.0,0.0,0,1.0
81,0.0,0.0,0.0,0,1.0
82,0.0,0.0,0.0,0,1.0
83,-0.12658556868881465,0.11624056977085709,0.06369013481989207,1,0.1557506891886831
84,0.0,0.0,0.0,0,1.0
85,0.6661905113773912,0.736401866056481,0.7350553322021834,1,0.2832637421550534
86,0.0,0.0,0.0,0,1.0
87,0.0,0.0,0.0,0,1.0
88,0.5314372409493452,0.680073784190383,0.8374590697417826,3,0.5545609455908286
89,0.025013366237170858,0.07100696046032093,0.0,2,0.4205481909352708
90,0.6734850363469896,0.7505102550596949,0.9437950127728352,1,0.3421963009110925
91,0.061173015955083135,0.1315017068002639,0.06376423273990366,1,0.4585486095275212
92,0.0,0.0,0.0,0,1.0
93,-0.29205391664457825,0.23018947916504662,0.45161723388227615,2,0.8135433971714694
94,0.4593701745787953,0.49026645191274565,0.4275196349555394,2,0.268766108447507
95,0.5090934775326004,0.6982086761338562,0.9510402612259632,2,0.5636117235267821
96,0.4501322254653236,0.6558566649487744,0.8308979034721429,1,0.13188059458096846
97,0.0,0.0,0.0,0,1.0
98,-0.38952814006932646,0.2420726207025332,0.3800027236902007,1,0.15531952042909017
99,0.0,0.0,0.0,0,1.0
100,0.0,0.0,0.0,0,1.0
101,-0.4857723650955788,0.19384664194763715,0.4253369929704133,1,0.5948480523140701
102,0.0,0.0,0.0,0,1.0
103,-0.03667221809858631,0.06533917937976337,0.08135898642426771,1,0.40046250028954045
104,0.0,0.0,0.0,0,1.0
105,-0.4938024458447866,0.05529622336265745,0.11456020766513486,2,0.3156781182223259
106,0.8669564964164103,0.9459846005253069,0.9164585106270172,3,0.3722535769705232
107,0.0,0.0,0.0,0,1.0
108,-0.29417195893451575,0.32624003334935386,0.4562008060802861,1,0.41956895625680635
109,0.0,0.0,0.0,0,1.0
110,0.13828409040395073,0.07447426295442681,0.2382672634638601,1,0.4712129451168743
111,0.3188846350582173,0.7353236631740218,0.8261977757800906,1,0.44545906203533947
112,0.0018943628393271461,0.10729375868690211,0.15490053406070908,2,0.3027481060705514
113,-0.34540376177896515,0.298303502102169,0.4028500663734028,2,0.3173520464836094
114,0.0,0.0,0.0,0,1.0
115,0.0,0.0,0.0,0,1.0
116,0.0688697447226747,0.16135568369507572,0.10822790315721739,4,0.41897617120671476
117,0.018440164559814832,0.09654659957249578,0.10673212881817895,3,0.37925730306276245
118,0.10564918165436948,0.03647468814019843,0.1402755086579408,1,0.4801376236443203
119,0.0,0.0,0.0,0,1.0
120,0.08331638804966537,0.10832431949090303,0.017411403321311983,1,0.3984659793016461
121,-0.6593943454309148,0.06742945446323179,0.0,1,0.5924790792543608
122,-0.3510831274518236,0.31477170697812923,0.37653574730246236,1,0.18080927810810976
123,0.0,0.0,0.0,0,1.0
124,0.05977112717973694,0.2107969190511071,0.027142886320755233,1,0.43437945182126825
125,0.0,0.0,0.0,0,1.0
126,-0.3835953839076634,0.28335867724697605,0.3371533421518452,1,0.2938778468808457
127,-0.5749282940164038,0.07620059378366456,0.07117311263615599,3,0.5240671529195041
128,0.04260656946947962,0.20092966306014742,0.053950049884217866,1,0.48764029082345134
129,0.0,0.0,0.0,0,1.0
130,0.0,0.0,0.0,0,1.0
131,0.9018036754753195,0.9513432443544554,0.877457093550421,3,0.43471090967001735
132,0.07077834514781896,0.11746423747688699,0.15517816489052227,1,0.261750054650277
133,0.4431320030236229,0.7331968504930848,0.9754828991312917,1,0.38666391633091607
134,0.7997820856995962,0.897763910963624,0.8808605214444438,1,0.5101046376998104
135,-0.45356330071320583,0.237265569972759,0.3916187042690721,2,0.21255155601055867
136,-0.08329330848005757,0.12016471490544683,0.12101647491062253,1,0.39861035775331943
137,0.0,0.0,0.0,0,1.0
138,0.18359297941191932,0.15529617764985393,0.06919001982361055,1,0.13738706095635284
139,0.0,0.0,0.0,0,1.0
140,-0.5255514501374374,0.11050697600372049,0.07730139783475706,2,0.15735064988628475
141,0.7592242024695727,0.9654520991107312,0.8104432950456129,1,0.2838088841919904
142,0.019766050291683303,0.06884607786861323,0.13849989318502576,1,0.39449500296490214
143,0.04553069510655244,0.06590991905502576,0.08961240572143954,2,0.4537718245735551
144,-0.6228971809901528,0.09978180996410475,0.04147379612727985,2,0.2259050124025027
145,0.08529867461853037,0.1692656509701802,0.23131802091710696,1,0.4287126474947883
146,-0.5144595933767937,0.06677638384068306,0.06683356444473194,1,0.22156472224775797
147,0.38785295536935005,0.5536702502643115,0.6169978463860666,1,0.3104938902650307
148,-0.5858322613989091,0.02871286974980124,0.05944954132066476,2,0.43902659105389436
149,0.0,0.0,0.0,0,1.0
150,0.8940229989100296,0.9719676832439672,0.9209417047427418,1,0.16508352407919746
151,0.0699705527365006,0.13149116015166037,0.06727889613144448,3,0.3935944333187183
152,-0.03915579481412132,0.14036382328765112,0.1301523355312002,2,0.2329993394393164
